TEAM_NAME,G_ON_MADE,PLAYER_NAME,FREQUENCY_ON_MADE,PASS_ON_MADE,AST_ON_MADE,FGM_ON_MADE,FGA_ON_MADE,FG_PCT_ON_MADE,FG2M_ON_MADE,FG2A_ON_MADE,FG2_PCT_ON_MADE,FG3M_ON_MADE,FG3A_ON_MADE,FG3_PCT_ON_MADE,G_ON_RECEIVED,FREQUENCY_ON_RECEIVED,PASS_ON_RECEIVED,AST_ON_RECEIVED,FGM_ON_RECEIVED,FGA_ON_RECEIVED,FG_PCT_ON_RECEIVED,FG2M_ON_RECEIVED,FG2A_ON_RECEIVED,FG2_PCT_ON_RECEIVED,FG3M_ON_RECEIVED,FG3A_ON_RECEIVED,FG3_PCT_ON_RECEIVED
Houston Rockets,9.0,"Paul, Chris",0.074,50.56,10.0,11.78,22.0,0.535,5.67,10.22,0.554,6.11,11.78,0.519,9.0,0.081,55.33,0.78,4.11,9.78,0.42,2.11,4.89,0.432,2.0,4.89,0.409
Houston Rockets,23.0,"Capela, Clint",0.146,39.22,1.22,3.43,9.39,0.366,1.83,4.7,0.389,1.61,4.7,0.343,23.0,0.087,23.26,4.52,4.83,8.22,0.587,4.83,8.17,0.59,0.0,0.04,0.0
Houston Rockets,21.0,"Ariza, Trevor",0.096,28.29,2.0,3.24,8.71,0.372,1.86,4.19,0.443,1.38,4.52,0.305,21.0,0.081,23.9,3.05,3.48,8.38,0.415,0.95,1.81,0.526,2.52,6.57,0.384
Houston Rockets,23.0,"Tucker, PJ",0.1,26.96,0.87,3.09,7.22,0.428,1.96,3.48,0.563,1.13,3.74,0.302,23.0,0.061,16.39,1.7,1.78,4.96,0.36,0.48,1.35,0.355,1.3,3.61,0.361
Houston Rockets,22.0,"Anderson, Ryan",0.087,24.27,0.73,1.91,5.77,0.331,1.05,2.5,0.418,0.86,3.27,0.264,22.0,0.079,22.18,3.45,4.05,9.09,0.445,1.05,2.05,0.511,3.0,7.05,0.426
Houston Rockets,21.0,"Mbah a Moute, Luc",0.074,21.81,0.95,1.9,5.43,0.351,1.19,2.86,0.417,0.71,2.57,0.278,21.0,0.063,18.43,2.14,2.52,5.62,0.449,1.33,2.76,0.483,1.19,2.86,0.417
Houston Rockets,21.0,"Gordon, Eric",0.074,21.81,2.52,3.43,6.76,0.507,1.86,3.33,0.557,1.57,3.43,0.458,21.0,0.123,36.0,3.57,5.76,15.95,0.361,2.76,6.0,0.46,3.0,9.95,0.301
Houston Rockets,16.0,Nene,0.045,17.5,1.06,1.94,4.75,0.408,0.81,1.94,0.419,1.13,2.81,0.4,16.0,0.041,15.69,2.63,2.75,5.06,0.543,2.75,4.94,0.557,0.0,0.13,0.0
Houston Rockets,18.0,"Black, Tarik",0.035,12.06,0.33,1.17,2.89,0.404,0.72,1.56,0.464,0.44,1.33,0.333,18.0,0.022,7.39,0.94,1.0,1.89,0.529,1.0,1.61,0.621,0.0,0.28,0.0
Houston Rockets,15.0,"Brown, Bobby",0.023,9.6,0.67,1.0,2.8,0.357,0.33,1.27,0.263,0.67,1.53,0.435,16.0,0.03,11.56,0.19,0.81,2.94,0.277,0.38,1.06,0.353,0.44,1.88,0.233
Houston Rockets,12.0,"Jackson, Demetrius",0.018,9.5,0.42,0.58,3.08,0.189,0.33,1.08,0.308,0.25,2.0,0.125,12.0,0.02,10.25,0.08,0.25,1.08,0.231,0.25,0.58,0.429,0.0,0.5,0.0
Houston Rockets,3.0,"Williams, Troy",0.003,5.33,0.33,0.67,1.33,0.5,0.0,0.33,0.0,0.67,1.0,0.667,4.0,0.003,5.0,0.0,0.5,2.0,0.25,0.5,1.0,0.5,0.0,1.0,0.0
Houston Rockets,11.0,Zhou Qi,0.008,4.55,0.09,0.27,0.73,0.375,0.27,0.27,1.0,0.0,0.45,0.0,9.0,0.007,4.78,0.44,0.44,2.22,0.2,0.22,1.0,0.222,0.22,1.22,0.182
LA Clippers,19.0,"Griffin, Blake",0.161,59.0,5.0,7.63,18.0,0.424,4.53,10.37,0.437,3.11,7.63,0.407,19.0,0.175,63.95,3.0,7.26,19.16,0.379,5.11,13.26,0.385,2.16,5.89,0.366
LA Clippers,23.0,"Rivers, Austin",0.176,53.09,3.39,6.13,14.35,0.427,4.0,8.61,0.465,2.13,5.74,0.371,23.0,0.206,62.3,1.83,5.04,13.57,0.372,2.87,8.04,0.357,2.17,5.52,0.394
LA Clippers,11.0,"Beverley, Patrick",0.076,48.18,2.82,5.09,14.18,0.359,4.0,8.64,0.463,1.09,5.55,0.197,11.0,0.083,52.45,2.27,4.09,10.45,0.391,1.91,5.09,0.375,2.18,5.36,0.407
LA Clippers,23.0,"Williams, Lou",0.134,40.61,4.61,6.04,14.13,0.428,4.65,10.0,0.465,1.39,4.13,0.337,23.0,0.171,51.74,2.43,5.87,14.61,0.402,3.74,8.78,0.426,2.13,5.83,0.366
LA Clippers,10.0,"Gallinari, Danilo",0.047,32.8,2.6,4.2,9.3,0.452,3.0,6.9,0.435,1.2,2.4,0.5,10.0,0.049,33.9,2.8,4.0,12.4,0.323,2.6,7.0,0.371,1.4,5.4,0.259
LA Clippers,2.0,"Teodosic, Milos",0.009,31.0,4.0,5.5,12.5,0.44,2.0,7.0,0.286,3.5,5.5,0.636,2.0,0.01,36.0,1.5,2.0,6.0,0.333,0.5,2.5,0.2,1.5,3.5,0.429
LA Clippers,5.0,"Wilson, Jamil",0.015,20.2,1.0,2.2,4.8,0.458,1.2,2.4,0.5,1.0,2.4,0.417,5.0,0.01,13.4,2.0,2.0,4.2,0.476,0.4,0.6,0.667,1.6,3.6,0.444
LA Clippers,23.0,"Johnson, Wesley",0.06,18.0,1.0,1.91,4.61,0.415,1.17,3.09,0.38,0.74,1.52,0.486,23.0,0.059,17.96,2.35,2.7,6.74,0.4,1.7,3.65,0.464,1.0,3.09,0.324
LA Clippers,16.0,"Evans, Jawun",0.039,16.81,1.38,2.06,5.25,0.393,1.69,3.44,0.491,0.38,1.81,0.207,16.0,0.044,19.13,0.81,1.5,4.5,0.333,1.31,3.5,0.375,0.19,1.0,0.188
LA Clippers,20.0,"Dekker, Sam",0.037,12.75,0.4,1.35,3.35,0.403,1.2,2.4,0.5,0.15,0.95,0.158,20.0,0.026,9.15,0.85,1.05,3.2,0.328,0.8,1.65,0.485,0.25,1.55,0.161
LA Clippers,22.0,"Thornwell, Sindarius",0.037,11.64,0.68,1.09,2.95,0.369,0.86,1.91,0.452,0.23,1.05,0.217,23.0,0.04,12.04,1.17,1.39,3.48,0.4,0.91,2.3,0.396,0.48,1.17,0.407
LA Clippers,9.0,"Williams, C.J.",0.012,9.0,1.0,1.33,3.11,0.429,1.0,2.0,0.5,0.33,1.11,0.3,9.0,0.013,9.89,1.11,1.44,3.11,0.464,1.11,2.22,0.5,0.33,0.89,0.375
LA Clippers,7.0,"Johnson, Brice",0.006,5.71,0.14,0.43,1.14,0.375,0.29,0.86,0.333,0.14,0.29,0.5,5.0,0.003,4.0,0.4,0.8,1.6,0.5,0.8,1.4,0.571,0.0,0.2,0.0
Los Angeles Lakers,24.0,"Ball, Lonzo",0.226,64.0,7.0,10.04,22.75,0.441,7.79,16.71,0.466,2.25,6.04,0.372,24.0,0.225,63.67,1.33,2.79,10.17,0.275,1.63,5.38,0.302,1.17,4.79,0.243
Los Angeles Lakers,23.0,"Kuzma, Kyle",0.12,35.48,1.48,2.78,8.7,0.32,1.91,5.57,0.344,0.87,3.13,0.278,23.0,0.095,28.17,4.09,5.35,11.83,0.452,3.7,7.57,0.489,1.65,4.26,0.388
Los Angeles Lakers,24.0,"Randle, Julius",0.107,30.33,1.75,2.96,7.79,0.38,2.25,5.42,0.415,0.71,2.38,0.298,24.0,0.094,26.71,3.17,4.04,8.58,0.471,3.83,7.63,0.503,0.21,0.96,0.217
Los Angeles Lakers,24.0,"Ingram, Brandon",0.103,29.29,2.88,3.67,9.58,0.383,2.5,5.92,0.423,1.17,3.67,0.318,24.0,0.13,36.71,2.42,5.17,13.04,0.396,4.63,11.38,0.407,0.54,1.67,0.325
Los Angeles Lakers,22.0,"Caldwell-Pope, Kentavious",0.093,28.73,2.27,3.77,9.45,0.399,3.09,6.59,0.469,0.68,2.86,0.238,22.0,0.099,30.73,3.27,3.91,10.95,0.357,2.05,5.41,0.378,1.86,5.55,0.336
Los Angeles Lakers,24.0,"Clarkson, Jordan",0.099,27.96,2.92,3.92,8.71,0.45,2.92,5.88,0.496,1.0,2.83,0.353,24.0,0.137,38.67,2.33,5.29,11.58,0.457,4.0,8.13,0.492,1.29,3.46,0.373
Los Angeles Lakers,24.0,"Lopez, Brook",0.083,23.58,1.67,2.71,6.13,0.442,2.17,4.75,0.456,0.54,1.38,0.394,24.0,0.094,26.5,3.38,4.29,10.75,0.399,3.13,6.83,0.457,1.17,3.92,0.298
Los Angeles Lakers,11.0,"Ennis, Tyler",0.016,9.64,0.82,1.18,2.82,0.419,0.91,1.82,0.5,0.27,1.0,0.273,11.0,0.017,10.73,0.27,0.64,1.73,0.368,0.64,1.45,0.438,0.0,0.27,0.0
Los Angeles Lakers,23.0,"Brewer, Corey",0.028,8.39,0.83,1.52,3.09,0.493,1.39,2.48,0.561,0.13,0.61,0.214,23.0,0.027,7.91,0.48,0.87,2.22,0.392,0.74,1.57,0.472,0.13,0.65,0.2
Los Angeles Lakers,19.0,"Hart, Josh",0.021,7.47,0.47,0.89,2.21,0.405,0.58,1.16,0.5,0.32,1.05,0.3,19.0,0.02,7.32,0.89,1.05,2.79,0.377,0.63,1.53,0.414,0.42,1.26,0.333
Miami Heat,24.0,"Dragic, Goran",0.185,53.88,4.38,6.63,15.96,0.415,4.58,10.54,0.435,2.04,5.42,0.377,24.0,0.217,63.17,2.83,5.92,13.83,0.428,4.17,9.54,0.437,1.75,4.29,0.408
Miami Heat,23.0,"Johnson, James",0.141,43.04,4.17,5.7,12.52,0.455,3.04,5.74,0.53,2.65,6.78,0.391,23.0,0.115,35.04,1.96,3.83,8.7,0.44,2.83,6.0,0.471,1.0,2.7,0.371
Miami Heat,24.0,"Winslow, Justise",0.118,34.54,1.79,3.25,8.29,0.392,2.25,5.42,0.415,1.0,2.88,0.348,24.0,0.076,22.17,1.58,2.13,5.75,0.37,1.67,4.29,0.388,0.46,1.46,0.314
Miami Heat,22.0,"Waiters, Dion",0.108,34.23,3.73,4.68,10.73,0.436,2.73,5.68,0.48,1.95,5.05,0.387,22.0,0.151,48.18,2.18,5.59,14.73,0.38,3.5,8.5,0.412,2.09,6.23,0.336
Miami Heat,24.0,"Richardson, Josh",0.114,33.25,1.96,3.75,8.83,0.425,2.54,5.46,0.466,1.21,3.38,0.358,24.0,0.119,34.63,2.46,3.54,8.92,0.397,2.04,4.04,0.505,1.5,4.88,0.308
Miami Heat,24.0,"Olynyk, Kelly",0.112,32.58,2.04,3.33,8.58,0.388,2.17,5.29,0.409,1.17,3.29,0.354,24.0,0.089,26.04,1.96,2.92,6.04,0.483,1.79,3.67,0.489,1.13,2.38,0.474
Miami Heat,23.0,"Johnson, Tyler",0.091,27.74,2.04,3.35,8.09,0.414,2.04,4.83,0.423,1.3,3.26,0.4,23.0,0.107,32.52,2.43,3.35,9.04,0.37,1.78,4.57,0.39,1.57,4.48,0.35
Miami Heat,5.0,"White, Okaro",0.014,19.2,0.2,1.0,3.2,0.313,1.0,2.4,0.417,0.0,0.8,0.0,5.0,0.007,10.2,1.0,1.0,3.0,0.333,0.2,0.8,0.25,0.8,2.2,0.364
Miami Heat,15.0,"Whiteside, Hassan",0.037,17.27,0.4,1.4,4.27,0.328,1.13,3.27,0.347,0.27,1.0,0.267,15.0,0.037,17.07,3.53,4.67,9.6,0.486,4.53,9.47,0.479,0.13,0.13,1.0
Miami Heat,24.0,"Ellington, Wayne",0.046,13.29,1.0,1.38,3.46,0.398,0.88,1.92,0.457,0.5,1.54,0.324,24.0,0.053,15.38,2.42,2.58,6.38,0.405,0.25,0.54,0.462,2.33,5.83,0.4
Miami Heat,5.0,"Mickey, Jordan",0.009,12.2,0.0,1.0,2.0,0.5,1.0,1.6,0.625,0.0,0.4,0.0,5.0,0.004,5.0,0.8,0.8,2.4,0.333,0.8,2.0,0.4,0.0,0.4,0.0
Miami Heat,4.0,"Walton Jr., Derrick",0.002,3.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,4.0,0.002,3.5,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0
Milwaukee Bucks,22.0,"Antetokounmpo, Giannis",0.185,56.73,4.23,6.14,14.5,0.423,3.45,7.73,0.447,2.68,6.77,0.396,22.0,0.186,56.91,4.73,8.5,19.45,0.437,8.14,17.82,0.457,0.36,1.64,0.222
Milwaukee Bucks,14.0,"Bledsoe, Eric",0.101,48.71,4.43,6.21,14.5,0.429,4.79,10.36,0.462,1.43,4.14,0.345,14.0,0.118,56.71,2.14,5.43,13.64,0.398,4.14,9.29,0.446,1.29,4.36,0.295
Milwaukee Bucks,23.0,"Middleton, Khris",0.162,47.39,4.3,6.04,14.35,0.421,4.57,10.39,0.439,1.48,3.96,0.374,23.0,0.17,49.61,3.74,6.78,15.13,0.448,4.87,9.91,0.491,1.91,5.22,0.367
Milwaukee Bucks,22.0,"Brogdon, Malcolm",0.154,47.18,3.77,5.68,13.14,0.433,4.41,9.5,0.464,1.27,3.64,0.35,22.0,0.164,50.18,2.14,4.64,10.27,0.451,3.18,6.64,0.479,1.45,3.64,0.4
Milwaukee Bucks,12.0,"Dellavedova, Matthew",0.06,33.5,3.25,4.83,10.42,0.464,3.92,7.42,0.528,0.92,3.0,0.306,12.0,0.064,36.17,1.0,1.83,5.17,0.355,1.0,3.0,0.333,0.83,2.17,0.385
Milwaukee Bucks,9.0,"Teletovic, Mirza",0.03,22.44,1.0,2.22,4.44,0.5,1.56,3.0,0.519,0.67,1.44,0.462,9.0,0.022,16.22,2.67,2.67,5.67,0.471,0.44,1.22,0.364,2.22,4.44,0.5
Milwaukee Bucks,23.0,"Maker, Thon",0.074,21.78,0.65,1.52,3.96,0.385,1.35,3.09,0.437,0.17,0.87,0.2,23.0,0.054,15.7,1.57,1.57,4.26,0.367,1.17,2.87,0.409,0.39,1.39,0.281
Milwaukee Bucks,22.0,"Snell, Tony",0.071,21.68,1.5,2.95,5.59,0.528,2.41,4.5,0.535,0.55,1.09,0.5,22.0,0.068,20.82,2.59,3.05,6.0,0.508,1.41,2.55,0.554,1.64,3.45,0.474
Milwaukee Bucks,22.0,"Henson, John",0.065,19.86,1.45,2.59,5.27,0.491,2.32,4.5,0.515,0.27,0.77,0.353,22.0,0.057,17.45,2.77,2.95,5.5,0.537,2.95,5.41,0.546,0.0,0.09,0.0
Milwaukee Bucks,20.0,"Liggins, DeAndre",0.037,12.5,0.85,1.7,4.25,0.4,1.25,2.5,0.5,0.45,1.75,0.257,20.0,0.039,13.1,0.7,0.85,2.5,0.34,0.35,1.0,0.35,0.5,1.5,0.333
Milwaukee Bucks,9.0,"Terry, Jason",0.016,12.11,0.78,1.22,2.33,0.524,0.78,1.67,0.467,0.44,0.67,0.667,9.0,0.014,10.78,0.44,0.67,2.22,0.3,0.56,0.89,0.625,0.11,1.33,0.083
Milwaukee Bucks,8.0,"Payton II, Gary",0.01,8.38,0.38,1.0,2.25,0.444,0.88,1.75,0.5,0.13,0.5,0.25,8.0,0.009,7.75,0.5,0.63,1.88,0.333,0.5,1.0,0.5,0.13,0.88,0.143
Milwaukee Bucks,11.0,"Vaughn, Rashad",0.011,6.45,0.55,0.91,1.73,0.526,0.73,1.45,0.5,0.18,0.27,0.667,11.0,0.014,8.64,1.18,1.18,2.91,0.406,0.45,1.0,0.455,0.73,1.91,0.381
Milwaukee Bucks,4.0,"Bolomboy, Joel",0.004,6.25,0.0,0.75,2.25,0.333,0.75,1.5,0.5,0.0,0.75,0.0,4.0,0.003,4.5,0.25,0.25,1.0,0.25,0.25,0.75,0.333,0.0,0.25,0.0
Milwaukee Bucks,5.0,"Brown, Sterling",0.004,5.8,0.4,0.4,1.4,0.286,0.2,0.6,0.333,0.2,0.8,0.25,5.0,0.005,6.2,0.2,0.6,2.0,0.3,0.4,1.2,0.333,0.2,0.8,0.25
Milwaukee Bucks,8.0,"Wilson, D.J.",0.006,5.0,0.13,0.25,0.63,0.4,0.25,0.25,1.0,0.0,0.38,0.0,6.0,0.005,5.17,0.5,0.67,1.5,0.444,0.67,1.0,0.667,0.0,0.5,0.0
Minnesota Timberwolves,22.0,"Teague, Jeff",0.177,60.18,7.45,10.36,22.41,0.462,8.27,17.27,0.479,2.09,5.14,0.407,22.0,0.202,68.64,1.09,4.27,10.86,0.393,2.86,7.45,0.384,1.41,3.41,0.413
Minnesota Timberwolves,26.0,"Towns, Karl-Anthony",0.154,44.23,1.62,3.31,8.85,0.374,2.73,6.73,0.406,0.58,2.12,0.273,26.0,0.133,38.27,5.46,6.54,13.77,0.475,5.27,10.31,0.511,1.27,3.46,0.367
Minnesota Timberwolves,24.0,"Butler, Jimmy",0.129,40.08,4.67,5.96,14.21,0.419,4.46,9.5,0.469,1.5,4.71,0.319,24.0,0.143,44.63,3.04,6.04,14.29,0.423,4.92,11.21,0.439,1.13,3.08,0.365
Minnesota Timberwolves,26.0,"Gibson, Taj",0.137,39.54,1.5,3.46,8.19,0.423,2.5,6.23,0.401,0.96,1.96,0.49,26.0,0.087,24.92,3.19,3.65,7.81,0.468,3.46,7.15,0.484,0.19,0.65,0.294
Minnesota Timberwolves,26.0,"Jones, Tyus",0.107,30.88,2.77,4.31,10.27,0.419,3.31,7.5,0.441,1.0,2.77,0.361,26.0,0.105,30.27,0.81,1.27,3.19,0.398,0.77,1.96,0.392,0.5,1.23,0.406
Minnesota Timberwolves,18.0,"Bjelica, Nemanja",0.062,25.67,0.72,2.22,6.0,0.37,1.72,4.17,0.413,0.5,1.83,0.273,18.0,0.039,16.11,2.06,2.44,4.39,0.557,1.28,2.11,0.605,1.17,2.28,0.512
Minnesota Timberwolves,26.0,"Wiggins, Andrew",0.082,23.46,1.88,2.92,7.35,0.398,2.31,5.31,0.435,0.62,2.04,0.302,26.0,0.117,33.73,3.73,6.19,16.12,0.384,4.96,12.0,0.413,1.23,4.12,0.299
Minnesota Timberwolves,23.0,"Dieng, Gorgui",0.064,20.65,1.26,2.26,5.22,0.433,1.7,3.57,0.476,0.57,1.65,0.342,23.0,0.055,17.83,2.09,2.35,5.17,0.454,2.13,4.17,0.51,0.22,1.0,0.217
Minnesota Timberwolves,26.0,"Crawford, Jamal",0.056,16.23,2.0,2.54,5.46,0.465,2.04,4.27,0.477,0.5,1.19,0.419,26.0,0.081,23.38,1.38,3.08,8.19,0.376,1.88,4.69,0.402,1.19,3.5,0.341
Minnesota Timberwolves,11.0,"Brooks, Aaron",0.013,8.55,0.64,0.73,2.64,0.276,0.36,1.73,0.211,0.36,0.91,0.4,11.0,0.014,9.73,0.36,0.91,1.73,0.526,0.45,0.91,0.5,0.45,0.82,0.556
Minnesota Timberwolves,22.0,"Muhammad, Shabazz",0.017,5.91,0.32,0.55,1.27,0.429,0.41,0.86,0.474,0.14,0.41,0.333,22.0,0.021,7.23,1.0,1.32,3.95,0.333,1.14,3.09,0.368,0.18,0.86,0.211
Minnesota Timberwolves,4.0,"Georges-Hunt, Marcus",0.001,1.5,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.25,1.0,6.0,0.001,1.33,0.17,0.17,0.5,0.333,0.17,0.33,0.5,0.0,0.17,0.0
Brooklyn Nets,22.0,"Dinwiddie, Spencer",0.16,51.27,6.27,7.36,17.55,0.42,4.82,10.86,0.444,2.55,6.68,0.381,22.0,0.183,58.64,1.36,3.73,10.23,0.364,1.77,5.05,0.351,1.95,5.18,0.377
Brooklyn Nets,12.0,"Russell, D'Angelo",0.08,46.83,5.5,6.75,17.42,0.388,4.92,10.75,0.457,1.83,6.67,0.275,12.0,0.108,63.75,1.33,7.17,17.08,0.42,5.83,12.25,0.476,1.33,4.83,0.276
Brooklyn Nets,20.0,"Hollis-Jefferson, Rondae",0.112,39.65,1.9,3.55,8.9,0.399,2.05,4.55,0.451,1.5,4.35,0.345,20.0,0.087,30.7,2.6,4.3,10.45,0.411,4.1,9.65,0.425,0.2,0.8,0.25
Brooklyn Nets,18.0,"Booker, Trevor",0.1,39.22,2.17,4.17,8.72,0.478,2.33,4.94,0.472,1.83,3.78,0.485,18.0,0.077,30.28,2.33,3.5,7.5,0.467,3.33,6.78,0.492,0.17,0.72,0.231
Brooklyn Nets,21.0,"Carroll, DeMarre",0.105,35.19,1.67,3.52,9.43,0.374,2.29,5.29,0.432,1.24,4.14,0.299,21.0,0.09,30.29,2.86,3.86,9.67,0.399,1.95,4.67,0.418,1.9,5.0,0.381
Brooklyn Nets,1.0,"Lin, Jeremy",0.005,33.0,4.0,4.0,10.0,0.4,0.0,3.0,0.0,4.0,7.0,0.571,1.0,0.007,50.0,1.0,4.0,13.0,0.308,3.0,10.0,0.3,1.0,3.0,0.333
Brooklyn Nets,23.0,"LeVert, Caris",0.097,29.91,3.26,4.48,9.96,0.45,3.13,6.13,0.511,1.35,3.83,0.352,23.0,0.118,36.26,2.13,3.43,9.35,0.367,2.48,5.96,0.416,0.96,3.39,0.282
Brooklyn Nets,20.0,"Crabbe, Allen",0.07,24.55,1.35,2.0,6.7,0.299,1.3,4.55,0.286,0.7,2.15,0.326,20.0,0.074,26.05,3.35,3.9,9.95,0.392,1.55,3.9,0.397,2.35,6.05,0.388
Brooklyn Nets,18.0,"Acy, Quincy",0.054,21.28,0.56,1.33,4.0,0.333,0.94,2.44,0.386,0.39,1.56,0.25,18.0,0.043,16.94,1.44,1.44,5.11,0.283,0.22,1.33,0.167,1.22,3.78,0.324
Brooklyn Nets,22.0,"Harris, Joe",0.065,21.0,1.36,2.23,6.18,0.36,1.64,4.45,0.367,0.59,1.73,0.342,22.0,0.067,21.59,3.14,3.36,7.59,0.443,1.18,2.23,0.531,2.18,5.36,0.407
Brooklyn Nets,15.0,"Zeller, Tyler",0.04,18.93,0.8,2.13,4.33,0.492,1.53,2.6,0.59,0.6,1.73,0.346,15.0,0.036,17.13,2.67,2.8,5.2,0.538,2.6,4.73,0.549,0.2,0.47,0.429
Brooklyn Nets,16.0,"Mozgov, Timofey",0.037,16.13,0.25,1.06,3.19,0.333,0.88,2.38,0.368,0.19,0.81,0.231,16.0,0.029,12.75,1.5,1.63,3.06,0.531,1.44,2.19,0.657,0.19,0.88,0.214
Brooklyn Nets,15.0,"Allen, Jarrett",0.029,13.67,0.67,1.6,3.13,0.511,1.2,2.33,0.514,0.4,0.8,0.5,15.0,0.022,10.2,1.6,1.6,3.33,0.48,1.53,3.27,0.469,0.07,0.07,1.0
Brooklyn Nets,14.0,"Kilpatrick, Sean",0.026,13.36,0.93,1.21,3.64,0.333,0.71,2.0,0.357,0.5,1.64,0.304,14.0,0.034,17.14,0.93,1.5,5.36,0.28,0.71,2.57,0.278,0.79,2.79,0.282
Brooklyn Nets,8.0,"Whitehead, Isaiah",0.014,12.63,1.75,1.88,4.0,0.469,1.25,2.0,0.625,0.63,2.0,0.313,8.0,0.021,18.63,0.38,2.38,5.5,0.432,2.13,4.5,0.472,0.25,1.0,0.25
Brooklyn Nets,4.0,"Wiley, Jacob",0.005,9.5,0.5,1.0,2.0,0.5,0.75,1.5,0.5,0.25,0.5,0.5,4.0,0.003,5.0,0.25,0.25,1.0,0.25,0.0,0.5,0.0,0.25,0.5,0.5
New York Knicks,22.0,"Jack, Jarrett",0.16,56.0,6.14,9.0,19.59,0.459,7.05,13.68,0.515,1.95,5.91,0.331,22.0,0.174,60.86,0.82,2.45,5.77,0.425,2.09,4.68,0.447,0.36,1.09,0.333
New York Knicks,21.0,"Ntilikina, Frank",0.108,39.57,3.0,4.71,10.76,0.438,3.38,8.0,0.423,1.33,2.76,0.483,21.0,0.121,44.48,0.81,1.95,5.62,0.347,1.52,3.95,0.386,0.43,1.67,0.257
New York Knicks,21.0,"Kanter, Enes",0.101,37.05,1.33,2.67,6.9,0.386,2.19,5.14,0.426,0.48,1.76,0.27,21.0,0.073,26.86,2.86,4.48,7.9,0.566,4.48,7.86,0.57,0.0,0.05,0.0
New York Knicks,21.0,"Hardaway Jr., Tim",0.098,36.14,3.24,5.0,10.76,0.465,3.86,8.33,0.463,1.14,2.43,0.471,21.0,0.112,41.0,3.38,5.57,14.38,0.387,3.33,7.62,0.438,2.24,6.76,0.331
New York Knicks,20.0,"Porzingis, Kristaps",0.092,35.65,1.05,2.35,5.9,0.398,1.75,4.1,0.427,0.6,1.8,0.333,20.0,0.106,40.8,5.55,8.7,20.5,0.424,6.8,15.75,0.432,1.9,4.75,0.4
New York Knicks,24.0,"Lee, Courtney",0.092,29.63,2.88,4.08,9.67,0.422,2.92,6.83,0.427,1.17,2.83,0.412,24.0,0.112,35.88,3.17,4.63,9.96,0.464,2.96,6.38,0.464,1.67,3.58,0.465
New York Knicks,10.0,"Sessions, Ramon",0.038,29.0,2.7,3.8,9.6,0.396,3.3,6.9,0.478,0.5,2.7,0.185,10.0,0.045,34.5,0.5,1.5,5.4,0.278,1.3,4.3,0.302,0.2,1.1,0.182
New York Knicks,24.0,"O'Quinn, Kyle",0.088,28.21,1.96,2.75,5.29,0.52,2.58,4.25,0.608,0.17,1.04,0.16,24.0,0.056,18.0,1.42,1.88,4.04,0.464,1.88,3.88,0.484,0.0,0.17,0.0
New York Knicks,24.0,"McDermott, Doug",0.065,20.92,1.13,1.96,5.17,0.379,1.25,3.71,0.337,0.71,1.46,0.486,24.0,0.062,19.79,2.71,2.88,6.08,0.473,1.79,3.38,0.531,1.08,2.71,0.4
New York Knicks,7.0,"Baker, Ron",0.018,20.0,2.71,3.29,6.29,0.523,2.86,4.71,0.606,0.43,1.57,0.273,7.0,0.02,22.0,0.43,0.57,1.43,0.4,0.0,0.57,0.0,0.57,0.86,0.667
New York Knicks,14.0,"Hernangomez, Willy",0.034,18.64,0.93,1.5,3.29,0.457,1.14,2.5,0.457,0.36,0.79,0.455,14.0,0.025,13.79,1.71,2.0,3.93,0.509,1.93,3.64,0.529,0.07,0.29,0.25
New York Knicks,18.0,"Beasley, Michael",0.043,18.61,1.0,1.67,3.56,0.469,1.39,2.78,0.5,0.28,0.78,0.357,18.0,0.043,18.22,1.89,3.39,6.94,0.488,3.28,6.28,0.522,0.11,0.67,0.167
New York Knicks,21.0,"Thomas, Lance",0.044,16.05,0.43,0.81,2.57,0.315,0.62,1.81,0.342,0.19,0.76,0.25,21.0,0.035,12.71,0.9,1.29,3.9,0.329,0.81,2.48,0.327,0.48,1.43,0.333
New York Knicks,16.0,"Dotson, Damyean",0.016,7.94,0.38,0.69,2.25,0.306,0.5,1.63,0.308,0.19,0.63,0.3,15.0,0.017,8.8,1.07,1.2,2.73,0.439,0.8,1.6,0.5,0.4,1.13,0.353
Orlando Magic,18.0,"Payton, Elfrid",0.111,48.28,6.67,8.28,17.11,0.484,5.56,10.33,0.538,2.72,6.78,0.402,18.0,0.127,55.17,1.28,4.0,8.67,0.462,3.44,7.0,0.492,0.56,1.67,0.333
Orlando Magic,27.0,"Vucevic, Nikola",0.161,46.7,2.96,5.33,13.63,0.391,3.85,9.19,0.419,1.48,4.44,0.333,27.0,0.143,41.59,5.07,6.33,13.81,0.458,4.93,9.63,0.512,1.41,4.19,0.336
Orlando Magic,25.0,"Gordon, Aaron",0.136,42.76,2.12,3.52,8.44,0.417,2.68,5.8,0.462,0.84,2.64,0.318,25.0,0.096,30.12,3.96,5.48,12.32,0.445,3.36,7.2,0.467,2.12,5.12,0.414
